type,hash_test_creation,test_file,hash_test_impl,impl_file
same,dcc5d43a33ffddc546088b644162d7f51b548192,FileGeometryOutputTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,FileGeometryOutput.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,StreamGeometryOutputTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,StreamGeometryOutput.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,AbstractTextFormatWriterTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,AbstractTextFormatWriter.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,DoubleFormatsTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,DoubleFormats.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ParsedDoubleTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ParsedDouble.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,AbstractBoundaryReadHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,AbstractBoundaryReadHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,BoundaryIOManager3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,BoundaryIOManager3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,FacetDefinitionsTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,FacetDefinitions.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,IO3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,IO3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,SimpleFacetDefinitionTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,SimpleFacetDefinition.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ObjBoundaryReadHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ObjBoundaryReadHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ObjBoundaryWriteHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ObjBoundaryWriteHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ObjFacetDefinitionReaderTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ObjFacetDefinitionReader.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ObjTriangleMeshReaderTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ObjTriangleMeshReader.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,ObjWriterTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,ObjWriter.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,PolygonObjParserTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,PolygonObjParser.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,BinaryStlFacetDefinitionReaderTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,BinaryStlFacetDefinitionReader.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,BinaryStlWriterTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,BinaryStlWriter.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,StlBoundaryReadHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,StlBoundaryReadHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,StlBoundaryWriteHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,StlBoundaryWriteHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,StlFacetDefinitionReadersTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,StlFacetDefinitionReaders.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextStlFacetDefinitionReaderTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextStlFacetDefinitionReader.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextStlWriterTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextStlWriter.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextBoundaryReadHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextBoundaryReadHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextBoundaryWriteHandler3DTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextBoundaryWriteHandler3D.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextFacetDefinitionReaderTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextFacetDefinitionReader.java
same,dcc5d43a33ffddc546088b644162d7f51b548192,TextFacetDefinitionWriterTest.java,dcc5d43a33ffddc546088b644162d7f51b548192,TextFacetDefinitionWriter.java
same,3c3bc84569ae33a94c70c5a7ef99b85966f4cf4e,EuclideanUtilsTest.java,3c3bc84569ae33a94c70c5a7ef99b85966f4cf4e,EuclideanUtils.java
same,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,AbstractBucketPointMapTest.java,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,AbstractBucketPointMap.java
same,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,AbstractPointMap1DTest.java,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,AbstractPointMap1D.java
same,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,PointMapAsSetAdapterTest.java,6c6d046532ab6c0c5cd670aaa4dc9ad384190d97,PointMapAsSetAdapter.java
