hash,msg,files,lines,committer_date,modified_file,merge,branches
22ee79d7710d4be45f5682ee87ee9c67e507662d,Readme,1,116,2019-09-19 14:37:15+08:00,"[['README.md', 'ADD', None, 'README.md']]",False,['master']
fac6418f1345fcc69b45f00551225c710b3dac08,delete README,1,116,2019-09-19 18:44:57+08:00,"[['README.md', 'DELETE', 'README.md', None]]",False,['master']
9dbd3bd27c99b3be4e3e109988fcdfc92e9ca4d4,Initial commit,1,201,2019-09-19 18:52:12+08:00,"[['LICENSE', 'ADD', None, 'LICENSE']]",False,['master']
