hash,msg,files,lines,committer_date,modified_file,merge,branches
8e31745e8c14b967f6333a917b7f29baf83e88e9,New repository initialized by cvs2svn.,0,0,1999-11-09 16:50:01+00:00,[],False,['master']
5937c9620c490c6a9ab52a4955072345f6a528e0,New KEYS file; hopefully in the correct format,1,40,1999-11-09 16:50:01+00:00,"[['KEYS', 'ADD', None, 'KEYS']]",False,['master']
