hash,lines,files,num_test_files,commit_size
7a9a750089b6989b5e5d632918d2340f34225550,4,1,0,5
68f4a5d3598d3ce16bd6ccce032e35d38a8eb5be,4,1,0,5
c502c2171ad9b47d177cc580bf3f9966774d6006,114,1,0,115
bf1b4944a447de2bf5c39f9f910204da89ad1032,114,1,0,115
241634e6990bb929236863b985d362e6cc8698a7,15,1,0,16
de8bc0d11b0834aca31f65159c641e4051844ac1,4,1,0,5
5fe97c8b3a293cd37e7dfc2f611a370bab6a9b0f,21,4,0,25
65364a46bc72bb99fbdc4f19cb51a0db2ab8030e,479,8,2,487
c44ff2de4cb9ddc8d8ae42f4cf8336902d7208a3,7,3,1,10
511b1f5954347079155cea577efc578577714fe4,31,1,0,32
ef0069eecb6448270b5ca60fb82caf8ab77811b0,186,5,1,191
82d5d85e9c5483a124c8436ae403219262006878,612,10,0,622
e93e35cfe4e102b9b98deb171065509fe6668ba9,27,4,0,31
df3e94ad9e4d6cd87f487087616d220e90cf192e,297,21,3,318
4828f1dcf1dc1fa2d1b33617469885acf632af69,39,1,0,40
d81380a358cbb8100d99ac0e0f9ea1fdcd144738,115,4,1,119
e0879089422d33387d25acce29d5cc39e29cfcfd,101,6,3,107
071b8f4626f125c81a01a5c07111d4d52102dbdf,641,26,6,667
cf6dbc38f4f2aa7756bd393e3607d05d32c53912,561,31,0,592
5dfa1b22e5eb7f07c64f3d78bdee67fa07e5980e,89,5,1,94
696bce4436dcfbe5bb6aec164932bd2195f69128,4,1,0,5
f9c25b690457cc5788142feba2c31ee169b1736e,722,28,0,750
a4e5f028ceb00eefb8b07ad2c59f01d163a0dbb0,2,1,0,3
cc5cd632c024dca7d2806a2114ebd29ca73130f1,3,1,0,4
fce6998edbebee642c8194d8d74f90e6ab887fca,2,1,0,3
c625aa6a83800bf4cd648edca2ffc3c8271a2a6a,2,1,0,3
f5b2cb8e8bfd75f65b31b8dcb153f3cd094e762c,53,3,0,56
56faa1be0d3334fab7366c454c08da300d726e25,69,2,1,71
cf5ba492d2c4acc00305c880dddc661909e66ff4,15,2,1,17
1b2694e462abaff27a134a2ebaed837f8a306aef,5,1,0,6
8246e0bbb229f54bf8fcb03f6133d7c5f8f4036c,6,1,0,7
5c60ed8459b88d44eb6c555fff8c3cd1b3e26d17,8,2,0,10
60a2925533d852627cdc1de26c4e973acbfbf407,83,7,0,90
e18d38bc1d6527439919e61fb19c429921acdadc,675,23,1,698
827a5bc4a7a00c624dd6062804ae7f4f42be16a8,40,7,1,47
4a69511fea03a2f4051df3f90e1fd0f982d7def0,202,12,2,214
b41e6e2b411a718141307b198de1fc49ccabc4d8,43,2,0,45
90b5eae8ba0e7230dc5c379c14ebda076b4dd283,515,15,1,530
9025c87ea005d90cf8aea926c78f222875f260d2,6,1,0,7
dd057cf9fb15ec964efdc7594808850f6e397393,43,3,0,46
3d63626797fe4e67ca03546478f74166ecdde57f,6,1,0,7
d73218318fe9cd9e6bafb83a3d62ebb1feb76532,100,4,0,104
dd8077e57ea2ac96ba23a31e569ef66104a79689,61,1,0,62
d006b51f08a43c2a8fd2662a3abea5671d2a437b,98,4,0,102
efb93bf0ed82a625e1a893bacfbe27a440a84100,92,2,0,94
8f9f0c77ab4e2972192ca76a6ee7b5228fe10b7b,79,2,0,81
a4f133aab1e6908f9c7244d755df0b90a9d12a38,66,7,2,73
7025ede295ff4960b9ae72f1cb6ca0d0140a490c,194,15,0,209
8fc53c49b9c0ea287e131b30a975e1ecbb8cc3ff,16,2,1,18
5d16042083f0385ae3d860172992c819fe88cb99,143,4,0,147
e9aa5d5591590b17dc592f7349ad5bd9a8bf4ed4,109,7,0,116
6864d2e3e5fbe3347a27ab875f5544b42466ac3a,143,4,0,147
dc585ac131d8a276d81152415b269fdedbc3f882,109,7,0,116
9c62f41d3b4e4294d3d7a009e2bceda19d854c75,382,7,1,389
073421762e172b68af81c97374b5c45234ce4f17,486,7,0,493
9656ef2806fc4a35e7754eee8b1a742e921bf9eb,66,4,0,70
08c8f82011925d3ba083f8b23b8f1c0af29c0d7e,4,2,0,6
