hash,lines,files,num_test_files,commit_size
bdac272fbe110ba920762a57f78fc4ddc394689b,6,1,0,7
8220705fde0168f1cffc09943a3eacba53cffe22,4,1,0,5
554adaa6035a53ee21ba024ba7c33c323b675f4b,486,2,0,488
72f7fbbdee476f8bdbd874d50a8bdab843d56f6c,125,1,0,126
a7e0502a5d61f0d75643cc294a922d5166ec4954,153,1,0,154
0d7d7ae6dfbd050e91f4119f1c5a4079425fa5a7,65,1,0,66
4054df59670d4fafb09d997a11ac44ad5dd44c73,40,5,1,45
3dbf48162d2fd3f3a5580a690ff6aeb838dc65c3,289,2,1,291
e74445630a4b81a2c62f5622f28319fbd7ddb9c1,23,2,1,25
23a64f2ff1d2261eef3273e0bc588f116eda6a8d,73,1,0,74
aa6298d5dfa72d59c380882c6bf467dadf36bc7d,46,1,1,47
2b5eeb501a1c7c38168961b5d96cea5246b9d878,1459,7,1,1466
7fa66433e66baba2391372cdd426a0aead261127,85,3,1,88
f774b88ed074d6b12b9b7da837d99d4071e8645d,13,2,1,15
e1235c8a3dc655a7e69157b5cc076c3d6a91c692,2,1,0,3
fa8df675d8a5d9f0dfa6070ac84f3badd531a997,4,1,0,5
445882942bd3fab734cb086516a90e024740d914,7,1,0,8
79d3229382318837cba05fc4e2c6cd77b2f8526d,39,2,1,41
a4af4682caa745549a7c48f89a331e3cb90a2cfa,25,1,1,26
a218ae8de5f6f38020193b93b9dfce29b6632e19,41,3,1,44
c6b94567e9b4baabd55832d6716ed7cdc75eb020,11,1,0,12
b9ffc7c108bf3f023d4e024d00fff04f47c27af2,8,6,0,14
301239d14a142b8d559989abc52c6a27f610ff4d,15,1,0,16
20712dc45265f66cb6942548c7a54f017e980d79,93,8,0,101
abd3212251dc26b8249d40953fc1aa9ed6e13c29,47,3,0,50
68125e0ca643dc88d7eec17b4e5531381ed0b83a,68,1,0,69
231ab1aff27db19ebe17ffc8f26569c252ca0806,65,2,0,67
54230ba7aa830404f24557b095fb12be4f46cae2,7,1,0,8
b27ea4f214b785b8ed28ff99b89fd27a2920554f,146,1,0,147
b98c3e97c77280f39b015b009b50a71c46e541dd,169,7,0,176
5c7bebe4920f8b7983116d6d44397ea74bbf1a76,287,6,0,293
60ebe09bb6936077ce05908d354138721f1be4df,125,5,2,130
8a9664d026d174bac48c1b013a80e1b548607cc0,135,1,0,136
1201459bb9aa22a3868744e6b8d56ef17401b45d,43,1,0,44
0a25822def3a86765b8aa372874b8a684b534a5b,4,1,0,5
ea5ee5faf9e1c7601f5e157a70bfaa73a2d33cdf,212,6,1,218
50430351007ac683d9651e34e8edb41c9c89de47,131,4,0,135
a0e197cb8d6464d23946c3c874d0cc741d166a2f,2,1,0,3
